Name,Logo,Teaser,Sector,Company Stage,Business Model,Customer Focus,Founding Year,Team Size,Handelsregister,Headquarter,Official Website,On Social Media,Legal Entity,About,Members
McArena,https://cdn.startbase.com/images/company/mcarena/8a0c3f1ac3/?w=205&h=64,"McArena is an innovative concept for modern and sustained sport infrastructure - digital, scalable and unique in Europe.",Construction/Real Estate,Growth Stage,Platform,B2C,2013,1-10 Employees,Found,"Backnang, DE",mcarena.de,"['https://www.instagram.com/mcarenagmbh/', 'https://www.xing.com/profile/Matthias_Prinz3/portfolio', 'https://www.youtube.com/watch?v=iteSzI-eeP4', 'https://www.facebook.com/McArena.de/']",McArena GmbH,"With its sports venue concept, the McArena outdoor sports hall meets the frequently requested demand that: Sports need space! Our aim is to meet this demand with an economically sustainable concept, and at the same time offer a technically high-quality solution.",{'Matthias Prinz': 'Managing Director'}
Seawater Cubes,https://cdn.startbase.com/images/company/seawater-cubes/7d2458fbd7/?w=205&h=64,We aim at establishing a European decentralized and sustainable fish supply by building up a franchise system with our standardized fish farm in containers.,Agriculture & Forestry,Startup Stage,Manufacturing,B2B2C,2018,1-10 Employees,Found,"Saarbrücken, DE",seawatercubes.de,"['http://www.linkedin.com/company/seawatercubes/', 'https://www.xing.com/companies/seawatercubesgmbh', 'https://www.youtube.com/channel/UCwcj1_o_7nD8gM-DRqrP2_A', 'https://www.facebook.com/SeawaterCubesGmbH/']",Seawater Cubes GmbH,"We are a interdisciplinary German university spin-off and developed the SEAWATER Cube within a EXIST transfer of research project. Our innovation is the first, patented, fully-automated aquaculture system for green, localized and scalable protein supply. Our passion is the marketing of our regionally produced fish and the contribution to a more sustainable consumer behavior. To enter the market, we plan to set up a franchise system and sell fish farming as a business model. To implement the first pilot-plants in 2021, we seek further investment towards the end of 2020.","{'Kai Wagner': 'Co-Founder', 'Christian Steinbach': 'Co-Founder & COO', 'Carolin Ackermann': 'Co-Founder & CEO'}"
MotionMiners,https://cdn.startbase.com/images/company/motionminers-gmbh/9e011d0c15/?w=205&h=64,Automatic potential analysis (efficiency & ergonomics) of manual processes using sensors and machine-learning algorithms,"Automotive, Logistics & Mobility",Startup Stage,Other,B2B,2017,11-50 Employees,Found,"Dortmund, DE",motionminers.com,"['https://twitter.com/motionminer', 'https://www.linkedin.com/company/motionminers-gmbh/', 'https://www.xing.com/companies/motionminersgmbh']",MotionMiners GmbH,"Our patent pending Motion Mining® solution uses movement & location data (effortlessly collected by wearables & beacons) to record manual working processes in logistics & production. Individual activities & processes are automatically recognized using a self-developed, state-of-the-art deep learning pattern recognition solution and then further processed for efficiency & ergonomics optimizations",{'Sascha Kaczmarek': ''}
The Female Company,https://cdn.startbase.com/images/company/the-female-company/20088480df/?w=205&h=64,"Empowering women and providing solutions for their daily challenges – good for your body, delivered to your door.",Nutrition & Consumables,Seed Stage,Retail / E-Commerce,B2C,2018,11-50 Employees,Found,"Berlin, DE",thefemalecompany.com,"['https://www.linkedin.com/company/the-female-company/', 'https://www.facebook.com/thefemalecompany/']",The Female Company GmbH,We care for you. We provide sexy solutions for the daily challenges of modern women.,"{'Ann-Sophie Claus': 'Co-Founder', 'Jana Ackermann': 'Marketing'}"
Routago,https://cdn.startbase.com/images/company/ixpoint-informationssysteme-gmbh/b1b41fa7ae/?w=205&h=64,Digital technology for human mobility - Safe pedestrian navigation for the blind and visually impaired,"Automotive, Logistics & Mobility",Seed Stage,SaaS,B2C,2019,1-10 Employees,Found,"Ettlingen, DE",routago.de,"['https://twitter.com/RoutagoNav', 'https://www.linkedin.com/company/routago', 'https://www.xing.com/companies/routagogmbh', 'https://www.youtube.com/channel/UCLHk8LHLW2D50VSmB4lio-w']",Routago GmbH,"Unrestricted, independent and safe movement in traffic has always been an unsolved problem for the blind and the visually impaired. ",{'Gerd Güldenpfennig': ''}
LOFINO,https://cdn.startbase.com/images/company/lofino/ee76399b67/?w=205&h=64,Mit wenigen Klicks ermöglicht LOFINO Ausschüttung steuerfreier Lohnmodule per App durch den Arbeitgeber für den Mitarbeiter. Somit 100 % digital und total vereinfacht.,IT and Communications,Startup Stage,SaaS,B2B,2018,11-50 Employees,Found,"Kleinmachnow, DE",lofino.de,"['https://www.linkedin.com/company/lofino/', 'https://www.xing.com/companies/lofinogmbh', 'https://www.youtube.com/channel/UCjr_R2ziIa1lGc-plE56Ljw', 'https://www.facebook.com/LofinoDeutschland/']",LOFINO GmbH,LOFINO ist ein Digitalisierungsableger der HSB-Steuerberater und beschäftigt sich mit der Ausschüttung steuerfreier Lohnmodule und der Handhabung von steuerbegünstigten Leistungen rund um Mitarbeiter-Benefits. Vom einfachen Mobilitätsbudget per App über Elektro Dienstscooter bis zum 100 % digitalen Mittagessen sind nur einige der digitalen Möglichkeiten.,{'Thomas Biermann': ''}
GameBuddy,https://cdn.startbase.com/images/company/gamebuddy-gmbh/1d43dc5890/?w=205&h=64,GameBuddy is a social network for gamers to find perfectly fitting teammates and share ingame highlights.,Sports & Amusement/Gaming incl. Online,Seed Stage,Other,B2B,2019,1-10 Employees,Found,"Hamburg, DE",gamebuddy.gg,"['https://twitter.com/gamebuddyapp', 'https://www.linkedin.com/company/gamebuddy/', 'https://www.youtube.com/channel/UCqnxLZEh4ZjpisixEWE1XUQ', 'https://www.facebook.com/GameBuddyApp/']",GameBuddy GmbH,"GameBuddy is social network for gamers that focuses on each games specific needs. Doing so the platform enables users to share ingame experiences, based on ingame data, with just one click and to find teammates fitting to their own unique playstyle. Right now GameBuddy is available for League of Legends and has more than 125,000 registered Users.",{'Julian Suttner': ''}
Peakboard,https://cdn.startbase.com/images/company/peakboard-gmbh/6f580acc97/?w=205&h=64,"As an all-in-one-solution, consisting of software and hardware, Peakboard visualizes different complex data and processes at the same time, simply and efficiently in real time.",IT and Communications,Growth Stage,Manufacturing,B2B,2016,11-50 Employees,Found,"Stuttgart, DE",peakboard.com,"['https://twitter.com/pkbrd', 'https://www.linkedin.com/company/peakboard-gmbh/', 'https://www.xing.com/companies/peakboardgmbh', 'https://www.youtube.com/channel/UC2PzOvzOGg4XtKNr2OFOofA', 'https://www.facebook.com/peakboardvisualizingthings']",Peakboard GmbH,"""With Peakboard you equip every industrial workplace with its own intelligence and logic: Without a server, as a self-sufficient solution with the possibility to read out data and write it back to different systems. Every user is free to choose whether to connect to the Internet or cloud services or not and which data sources to link, making Peakboard a very secure and flexible visualization solut","{'Peter Wohlfarth': 'CEO', 'Patrick Theobald': 'CEO', 'Kristin Straubinger': 'Head of Marketing', 'Jennifer Bächle': 'Marketing Manager', 'Remo Meier': 'Junior Marketing Manager', 'Sabrin Byaah': 'Media Designer', 'Tobias Haas': 'UX Designer', 'Tibor Fritzsche': 'Head of Business Development', 'Nina Berger': 'Business Development', 'Thilo Brosinsky': 'Software Consultant', 'David Gries': 'Software Developer', 'Rick Roßberg': 'Developer', 'Matthias Lunz': 'Software Consultant', 'Jürgen Bäuerle': 'Software Developer', 'Oleksandra Prokhorova': 'Web Developer', 'Daniel Hänsch': 'IT Administrator', 'Amy Wu': 'International Business Development'}"
Spoontainable,https://cdn.startbase.com/images/company/spoontainable/04b168cc3b/?w=205&h=64,We provide sustainable plastic alternatives and want to show how simple and easy a sustainable lifestyle can be.,Nutrition & Consumables,Seed Stage,Retail / E-Commerce,B2B,2018,1-10 Employees,Not found,"Heidelberg, DE",spoontainable.com,"['http://www.linkedin.com/company/spoontainable/', 'https://www.youtube.com/channel/UCBB-e0DN_Xtc051du-J4mQQ', 'https://www.facebook.com/Spoontainable/']",Spoontainable UG,Spoontainable developed the first edible and sustainable ice cream spoon made out of organic residuals. We use fibres of the shell of the cocoa or of the oat husk in order to create a sustainable circular economy.,"{'Amelie Vermeer': 'Founder', 'Julia Piechotta': ''}"
aucobo,https://cdn.startbase.com/images/company/aucobo-gmbh/ba0bc6c405/?w=205&h=64,aucobo enables a much more effective collaboration through a new way of networking humans and machines in production and ensures a comprehensive digitalisation on the shop floor.,Industrial & Basic Materials,Startup Stage,Other,B2B,2016,11-50 Employees,Found,"Stuttgart, DE",aucobo.de,"['https://twitter.com/aucoboGmbH', 'https://www.linkedin.com/company/aucobo/', 'https://www.xing.com/companies/aucobogmbh', 'https://www.youtube.com/channel/UCR71Jvvm9PpOS7TUDC6sRSQ', 'https://www.facebook.com/aucobo/']",aucobo GmbH,Mit aucobos Software machen wir es möglich Maschinen und Menschen stärker zu vernetzen und die Kommunikation durch Smartwatches und anderen Wearables zu verbessern. Um die Kommunikation der Werker untereinander und mit der Maschine zu ,{'Benjamin Schaich': ''}
Mysupply,https://cdn.startbase.com/images/company/mysupply-expertist-vertriebs-gmbh/53f1c2572b/?w=205&h=64,"Automated sourcing via www.mysupply.de 
With mysupply you tender faster, evaluate offers easily and negotiate automatically with the help of our system intelligence.",IT and Communications,Pre-Seed Stage,Platform,B2B,2020,11-50 Employees,Found,"Hamburg, DE",mysupply.de,"['https://www.linkedin.com/company/mysupplyde/', 'https://www.xing.com/companies/mysupply']",Mysupply GmbH,Existing procurement tools are missing features to easily execute digital negotiations like eAuctions supported by an automated negotiation recommendation. ,"{'Agnes Boels': '', 'Jan Hendrik Schlüter': 'Director of Business Development'}"
Meadow Robotics,https://cdn.startbase.com/images/company/meadow-robotics-gmbh/64b81aa8d7/?w=205&h=64,"Our first of many more to come outdoor service robots is Range Robot, a smart ball collecting robot for golf ranges.",Sports & Amusement/Gaming incl. Online,Startup Stage,Manufacturing,B2B,2017,1-10 Employees,Found,"St. Leon-Rot, DE",meadow-robotics.com,['https://www.facebook.com/meadowrobotics/'],Meadow Robotics GmbH,"Currently picking the golf balls on a driving range is done with a tractor and a driver. The greenkeepers, who usually act as a driver are expensive and rare due to skills shortage. By replacing the tractor with a smart robot we can significantly reduce the costs. We can easily adopt our robot to future applications. We focus on municipal, agriculture and forestry markets.",{'Michael Stoll': ''}
Unisphere,https://cdn.startbase.com/images/company/unisphere-gmbh/0b009a1135/?w=205&h=64,"Unisphere provides a flight management platform to automate flight planning of unmanned aerial vehicles (UAV) like drones, air taxis or high altitude platforms.","Automotive, Logistics & Mobility",Startup Stage,SaaS,B2B,2017,1-10 Employees,Found,"Konstanz, DE",unisphere.de,"['https://twitter.com/unisphere_gmbh', 'https://www.linkedin.com/company/unisphere-gmbh']",Unisphere GmbH,"The number of unmanned aerial vehicles is increasing at exponential speed and offers great opportunities to solve challenges in the areas of mobility, logistics, and observations. However, with the increasing number of flight movements, it becomes a prerequisite to automate the flights, decision making, and flight planning. Unisphere offers a simulation-based flight planning tool for UAV operators",{'Christoph Selig': ''}
Localyzer,https://cdn.startbase.com/images/company/localyzer-gmbh/e1499e94b7/?w=205&h=64,"Localyzer offers the fast, easy, scalable platform for local multi-channel online-marketing campaigns for small stores to large enterprises.",IT and Communications,Startup Stage,SaaS,B2B,2017,1-10 Employees,Found,"Berlin, DE",localyzer.io,"['https://twitter.com/Localyzer_io', 'https://www.linkedin.com/company/localyzer-gmbh/', 'https://www.xing.com/companies/localyzergmbh', 'https://www.youtube.com/channel/UClmawf8U4Bw0zH5JE5b0sJw', 'https://www.facebook.com/localyzer.io/']",Localyzer GmbH,Localyzer is the specialist for local and regional online marketing. With proprietary high-performance software we help small and large companies efficiently and effectively promote their locations and branches online.,{'Matthias Lange': ''}
IDEE,https://cdn.startbase.com/images/company/idee-gmbh/b06beb5de0/?w=205&h=64,"IDEE is a cybersecurity company that makes digital interactions trustworthy and private by providing reliable and secure identification, authentication and authorization solutions.",IT and Communications,Growth Stage,SaaS,B2B,2015,11-50 Employees,Found,"München, DE",getidee.de,['https://www.linkedin.com/company/idee-gmbh'],IDEE GmbH,"IDEE is a cybersecurity company that makes digital interactions trustworthy and private by providing reliable and secure identification, authentication and authorization solutions. By leveraging IDEE’s solutions, businesses can provide their users with convenience, security, and privacy all-together without any compromises.",{'Al Lakhani': ''}
SpinDiag,https://cdn.startbase.com/images/company/spindiag-gmbh/46822968c1/?w=205&h=64,We are fighting against drug resistant bacteria!,Life Science & Healthcare,Startup Stage,Manufacturing,B2B,2016,1-10 Employees,Found,"Freiburg, DE",spindiag.de,"['https://twitter.com/Spindiag', 'https://www.linkedin.com/company/spindiag-gmbh/']",SpinDiag GmbH,"In Deutschland infizieren sich ca. eine halbe Million Patienten jährlich im Krankenhaus mit Krankheitserregern, die von anderen Patienten eingeschleppt werden. Insbesondere Erreger, die gegen Antibiotika resistent geworden sind, sind dabei schwer zu therapieren und einzudämmen. Zehntausende Todesfälle und Kosten von über einer Milliarde Euro pro Jahr sind die Folge. SpinDiag ermöglicht mit seiner mobilen, kostengünstigen Analyse-Plattform ein schnelles Screening schon bei der Aufnahme in das Krankenhaus. So wird die Einschleppung resistenter Erreger reduziert und Patienten werden effizient behandelt. Eine bisher übliche und sehr teure Isolation „auf Verdacht“ wird unnötig. Insgesamt ermöglicht das Produkt einen sehr sicheren, effizienten und wirtschaftlichen Aufnahme-Prozess, der die Ausbreitung antibiotika-resistenter Bakterien in Krankenhäusern wirkungsvoll verhindert.",{'Daniel Mark': ''}
